2^(2^3) = 256
Binary vectors:
-1, 1, 1, 1, -1, 1, -1, -1
-1, 1, 1, 1, -1, 1, -1, 1
-1, 1, 1, 1, -1, 1, 1, -1
-1, 1, 1, 1, -1, 1, 1, 1
-1, 1, 1, 1, 1, -1, -1, -1
-1, 1, 1, 1, 1, -1, -1, 1
-1, 1, 1, 1, 1, -1, 1, -1
-1, 1, 1, 1, 1, -1, 1, 1
-1, 1, 1, 1, 1, 1, -1, -1
-1, 1, 1, 1, 1, 1, -1, 1
-1, 1, 1, 1, 1, 1, 1, -1
-1, 1, 1, 1, 1, 1, 1, 1
1, -1, -1, -1, -1, -1, -1, -1
1, -1, -1, -1, -1, -1, -1, 1
1, -1, -1, -1, -1, -1, 1, -1
1, -1, -1, -1, -1, -1, 1, 1
1, -1, -1, -1, -1, 1, -1, -1
1, -1, -1, -1, -1, 1, -1, 1
1, -1, -1, -1, -1, 1, 1, -1
1, -1, -1, -1, -1, 1, 1, 1
1, -1, -1, -1, 1, -1, -1, -1
1, -1, -1, -1, 1, -1, -1, 1
1, -1, -1, -1, 1, -1, 1, -1
1, -1, -1, -1, 1, -1, 1, 1
1, -1, -1, -1, 1, 1, -1, -1
1, -1, -1, -1, 1, 1, -1, 1
1, -1, -1, -1, 1, 1, 1, -1
1, -1, -1, -1, 1, 1, 1, 1
1, -1, -1, 1, -1, -1, -1, -1
1, -1, -1, 1, -1, -1, -1, 1
1, -1, -1, 1, -1, -1, 1, -1
1, -1, -1, 1, -1, -1, 1, 1
1, -1, -1, 1, -1, 1, -1, -1
1, -1, -1, 1, -1, 1, -1, 1
1, -1, -1, 1, -1, 1, 1, -1
1, -1, -1, 1, -1, 1, 1, 1
1, -1, -1, 1, 1, -1, -1, -1
1, -1, -1, 1, 1, -1, -1, 1
1, -1, -1, 1, 1, -1, 1, -1
1, -1, -1, 1, 1, -1, 1, 1
1, -1, -1, 1, 1, 1, -1, -1
1, -1, -1, 1, 1, 1, -1, 1
1, -1, -1, 1, 1, 1, 1, -1
1, -1, -1, 1, 1, 1, 1, 1
1, -1, 1, -1, -1, -1, -1, -1
1, -1, 1, -1, -1, -1, -1, 1
1, -1, 1, -1, -1, -1, 1, -1
1, -1, 1, -1, -1, -1, 1, 1
1, -1, 1, -1, -1, 1, -1, -1
1, -1, 1, -1, -1, 1, -1, 1
1, -1, 1, -1, -1, 1, 1, -1
1, -1, 1, -1, -1, 1, 1, 1
1, -1, 1, -1, 1, -1, -1, -1
1, -1, 1, -1, 1, -1, -1, 1
1, -1, 1, -1, 1, -1, 1, -1
1, -1, 1, -1, 1, -1, 1, 1
1, -1, 1, -1, 1, 1, -1, -1
1, -1, 1, -1, 1, 1, -1, 1
1, -1, 1, -1, 1, 1, 1, -1
1, -1, 1, -1, 1, 1, 1, 1
1, -1, 1, 1, -1, -1, -1, -1
1, -1, 1, 1, -1, -1, -1, 1
1, -1, 1, 1, -1, -1, 1, -1
1, -1, 1, 1, -1, -1, 1, 1
1, -1, 1, 1, -1, 1, -1, -1
1, -1, 1, 1, -1, 1, -1, 1
1, -1, 1, 1, -1, 1, 1, -1
1, -1, 1, 1, -1, 1, 1, 1
1, -1, 1, 1, 1, -1, -1, -1
1, -1, 1, 1, 1, -1, -1, 1
1, -1, 1, 1, 1, -1, 1, -1
1, -1, 1, 1, 1, -1, 1, 1
1, -1, 1, 1, 1, 1, -1, -1
1, -1, 1, 1, 1, 1, -1, 1
1, -1, 1, 1, 1, 1, 1, -1
1, -1, 1, 1, 1, 1, 1, 1
1, 1, -1, -1, -1, -1, -1, -1
1, 1, -1, -1, -1, -1, -1, 1
1, 1, -1, -1, -1, -1, 1, -1
1, 1, -1, -1, -1, -1, 1, 1
1, 1, -1, -1, -1, 1, -1, -1
1, 1, -1, -1, -1, 1, -1, 1
1, 1, -1, -1, -1, 1, 1, -1
1, 1, -1, -1, -1, 1, 1, 1
1, 1, -1, -1, 1, -1, -1, -1
1, 1, -1, -1, 1, -1, -1, 1
1, 1, -1, -1, 1, -1, 1, -1
1, 1, -1, -1, 1, -1, 1, 1
1, 1, -1, -1, 1, 1, -1, -1
1, 1, -1, -1, 1, 1, -1, 1
1, 1, -1, -1, 1, 1, 1, -1
1, 1, -1, -1, 1, 1, 1, 1
1, 1, -1, 1, -1, -1, -1, -1
1, 1, -1, 1, -1, -1, -1, 1
1, 1, -1, 1, -1, -1, 1, -1
1, 1, -1, 1, -1, -1, 1, 1
1, 1, -1, 1, -1, 1, -1, -1
1, 1, -1, 1, -1, 1, -1, 1
1, 1, -1, 1, -1, 1, 1, -1
1, 1, -1, 1, -1, 1, 1, 1
1, 1, -1, 1, 1, -1, -1, -1
1, 1, -1, 1, 1, -1, -1, 1
1, 1, -1, 1, 1, -1, 1, -1
1, 1, -1, 1, 1, -1, 1, 1
1, 1, -1, 1, 1, 1, -1, -1
1, 1, -1, 1, 1, 1, -1, 1
1, 1, -1, 1, 1, 1, 1, -1
1, 1, -1, 1, 1, 1, 1, 1
1, 1, 1, -1, -1, -1, -1, -1
1, 1, 1, -1, -1, -1, -1, 1
1, 1, 1, -1, -1, -1, 1, -1
1, 1, 1, -1, -1, -1, 1, 1
1, 1, 1, -1, -1, 1, -1, -1
1, 1, 1, -1, -1, 1, -1, 1
1, 1, 1, -1, -1, 1, 1, -1
1, 1, 1, -1, -1, 1, 1, 1
1, 1, 1, -1, 1, -1, -1, -1
1, 1, 1, -1, 1, -1, -1, 1
1, 1, 1, -1, 1, -1, 1, -1
1, 1, 1, -1, 1, -1, 1, 1
1, 1, 1, -1, 1, 1, -1, -1
1, 1, 1, -1, 1, 1, -1, 1
1, 1, 1, -1, 1, 1, 1, -1
1, 1, 1, -1, 1, 1, 1, 1
1, 1, 1, 1, -1, -1, -1, -1
1, 1, 1, 1, -1, -1, -1, 1
1, 1, 1, 1, -1, -1, 1, -1
1, 1, 1, 1, -1, -1, 1, 1
1, 1, 1, 1, -1, 1, -1, -1
1, 1, 1, 1, -1, 1, -1, 1
1, 1, 1, 1, -1, 1, 1, -1
1, 1, 1, 1, -1, 1, 1, 1
1, 1, 1, 1, 1, -1, -1, -1
1, 1, 1, 1, 1, -1, -1, 1
1, 1, 1, 1, 1, -1, 1, -1
1, 1, 1, 1, 1, -1, 1, 1
1, 1, 1, 1, 1, 1, -1, -1
1, 1, 1, 1, 1, 1, -1, 1
1, 1, 1, 1, 1, 1, 1, -1
1, 1, 1, 1, 1, 1, 1, 1
